Title,Instructor,Rating,Reviews,Time,Duration,Venue,Location,Tags,Price
Vinyasa Flow,Sean Moore,4.9,538,6:30 pm,68,Swans Nest Yoga,Williamsburg,"Relaxation, Flexibility, Balance, Arms, Yoga",7
Core Cross Training,Linda,4.5,"6,303",6:30 pm,30,24 Hour Fitness,Midtown East,Strength Training,6
TROOPER BOOT CAMP,Jennifer Romanelli,4.9,"10,641",6:30 pm,60,Trooper Fitness,Midtown East,Strength Training,8
Prenatal Yoga,Tina Goldstein,4.8,"10,534",6:30 pm,75,Bend & Bloom Yoga,Park Slope,"Prenatal, Flexibility, Balance, Arms, Yoga",8
The Ride,Monica G,4.7,"9,164",6:30 pm,45,Crunch Gym,Midtown,"Cardio, Cycling",5
Doonya: The Bollywood Workout,Aparna Kumar,4.6,"4,750",6:30 pm,60,Power Studios,Midtown East,"Cardio, Flexibility, Balance, Dance",8
Sculpting Arms & Shoulders,Hanakyle Moranz,4.8,"5,098",6:30 pm,30,Studio Maya Inc.,Prospect Heights,Strength Training,6
Total Body Circuit 50/10,Mike Montanez,5,"12,546",6:30 pm,60,Tabata Ultimate Fitness,Prospect Heights,Strength Training,10
Flow 1,Music Movement Meditation LLC,4.8,"6,785",6:30 pm,75,Sonic Yoga,Hell's Kitchen,"Flexibility, Balance, Arms, Yoga",6
Hawaiian Dance,Kaina Quenga,4.7,77,6:30 pm,75,Spoke the Hub Dancing,Park Slope,"Cardio, Flexibility, Balance, Dance",7
Hawaiian Dance: Adults,Kaina Quenga,4.7,77,6:30 pm,75,Spoke the Hub Dancing,Park Slope,Martial Arts,7
Pilates,Ebony Lazare,4.7,"7,512",6:30 pm,60,Park Slope Yoga Center,Park Slope,"Flexibility, Balance, Core, Abs, Pilates",8
Exhale Barre,Sarah Ambrose,4.8,"35,901",6:30 pm,55,exhale,Midtown,"Flexibility, Balance, Arms, Yoga, Barre",11
Exhale Power Yoga,Hillary Rader,4.8,"35,901",6:30 pm,60,exhale,Midtown,Yoga,11
FlyBarre: Power 45,Clinton Edward,4.9,"27,574",6:30 pm,45,Flywheel Sports: Precision Training,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",14
TS Tone,Alejandro Terrazas,4.9,"7,140",6:30 pm,50,TS Fitness,Upper East Side,,9
Hatha Yoga I,Komal Majmundar,4.7,28,6:30 pm,60,Sacred Souls Yoga Studio,Jersey City,"Relaxation, Flexibility, Balance, Arms, Yoga",3
Natal Yoga,kathryn Cornelius,4.8,"3,492",6:30 pm,75,Shambhala Yoga & Dance Center,Prospect Heights,"Prenatal, Flexibility, Balance, Arms, Yoga, Pilates",6
Vinyasa Vibes,Haley Knauer,4.7,"2,498",6:30 pm,60,Prospect Heights Yoga,Prospect Heights,"Flexibility, Balance, Arms, Yoga",8
ZUMBAÂ®,Amy R,4.8,"9,926",6:30 pm,45,Crunch Gym,Upper East Side,,7
FlyBarre: Classic 60,Lane Halperin,4.8,"18,737",6:30 pm,60,Flywheel Sports: Precision Training,Upper East Side,"Flexibility, Balance, Core, Abs, Barre",14
Flywheel: Method 45,Jared Poulin,4.8,"28,704",6:30 pm,45,Flywheel Sports: Stadium Cycling,Upper East Side,"Cardio, Cycling",14
Power Lifting,Raymond,4.8,639,6:30 pm,90,Outbreak Fitness,Bedford-Stuyvesant,Strength Training,9
Jewel Flow,Jillian Schiavi,4.8,"11,290",6:30 pm,75,Jewel City Yoga,Crown Heights,"Flexibility, Balance, Arms, Yoga",4
Flywheel: Method 45,Alex Puette,4.8,"44,744",6:30 pm,45,Flywheel Sports: Stadium Cycling,Upper West Side,"Cardio, Cycling",14
Metabolism,Alain Saint-Dic,4.9,"1,476",6:30 pm,30,Shock Therapy,Upper East Side,"Cardio, Pilates, Strength Training",18
Cyc45,Aaron Albert,4.8,"43,062",6:30 pm,45,Cyc Fitness,Upper East Side,"Cardio, Cycling",10
Phantoms (Adult Boxing),Certified Coaches,4.6,357,6:30 pm,60,Supreme Team Boxing,Long Island City,Boxing,6
Vinyasa II,Zen Paultre,4.8,"4,826",6:30 pm,75,Namastuy,Bedford-Stuyvesant,"Flexibility, Balance, Arms, Yoga",5
Exhale Barre,Karen Greatti,4.8,"30,837",6:30 pm,55,exhale,Upper East Side,Barre,11
Signature I,Sade Bully,4.8,"50,147",6:30 pm,60,Physique 57,Upper West Side,"Flexibility, Balance, Core, Abs, Strength Training, Barre",17
Total Body/ Core,Magdi Farag,4.7,"4,172",6:30 pm,45,PushLab Fitness,Upper East Side,"Strength Training, Rowing",9
Open Bollywood,Katie Homer,4.8,"14,499",6:30 pm,90,Steps on Broadway,Upper West Side,"Cardio, Flexibility, Balance, Dance",7
Flywheel: Method 45 - AVICII TRIBUTE RIDE,Amanda Paige,4.8,"27,641",6:30 pm,45,Flywheel Sports: Stadium Cycling,Upper West Side,,14
Reformer,Dana Tenengauzer,4.7,"4,695",6:30 pm,55,CP Burn,Upper East Side,"Flexibility, Balance, Core, Abs, Pilates",9
Women's Strength,Heather Gunn,4.9,"4,204",6:30 pm,60,GrassRoots Fitness Project,Upper West Side,"Cardio, Arms, Strength Training",9
Abs and Glutes,Samantha Ortiz,4.9,"3,757",6:30 pm,45,Triple Threat Bootcamp,Prospect Lefferts Gardens,Strength Training,11
American Boxing,Joseph Stritmater,4.8,"5,390",6:30 pm,50,The Kickbox Haus NYC,Upper East Side,"Cardio, Arms, Boxing",15
Total Body Circuit,Reggie Cooley,4.7,"2,939",6:30 pm,45,Regenerate 82,Upper East Side,Strength Training,11
DASH 28,Marni Wasserman,4.9,"4,620",6:30 pm,45,Mile High Run Club,Upper East Side,"Cardio, Strength Training, Running",11
The Athlete's Workout,Tyler L,4.7,"15,250",6:30 pm,30,Crunch Gym,Upper West Side,"Strength Training, Boxing",6
Hot Yoga 90,Wesley C. Collier,4.8,"6,268",6:30 pm,90,The Yoga Room,Astoria,"Flexibility, Balance, Arms, Yoga",12
Intermediate Ballet,Jere Hunt,4.8,352,6:30 pm,90,RIOULT Dance Center,Long Island City,"Cardio, Flexibility, Balance, Dance",5
Pilates Mat All Levels,Melanie Giliati,4.8,"3,877",6:30 pm,45,Mud and Lotus Training Center NYC,Upper East Side,"Flexibility, Balance, Core, Abs, Pilates",9
Total Body HILIIT,Kimberly Stoeckley,4.8,"3,876",6:30 pm,45,Mud and Lotus Training Center NYC,Upper East Side,Strength Training,9
Signature FHIX,Ben Wegman,4.9,"29,169",6:30 pm,50,The Fhitting Room,Upper West Side,"Cardio, Arms, Strength Training",12
Bar Method,Melissa Ferrigno,4.7,393,6:30 pm,60,The Bar Method,Upper West Side,"Flexibility, Balance, Core, Abs, Barre",11
INTERMEDIATE REFORMER,Sam Mitrani,none,none,6:30 pm,60,Mind Your Body,Ozone Park,"Flexibility, Balance, Core, Abs, Pilates",10
Crank Exhilarate,Annette Bristol,4.7,"15,751",6:30 pm,45,Crank Cycling Studio,Upper East Side,"Cardio, Cycling",7
Full Body 25,Will Branner,4.8,"3,829",6:30 pm,25,Bod Mod Fitness,Upper East Side,"Cardio, Strength Training",5
YES Flow for All (heated),Madelyn Zins,4.9,"1,593",6:30 pm,75,YES Studio,Ridgewood,"Flexibility, Balance, Arms, Yoga",3
HIIT+Core,Shira J.,4.3,"2,615",6:30 pm,45,West End Health & Fitness,Upper West Side,Strength Training,3
Cycle,Christina Juva,4.3,"2,615",6:30 pm,45,West End Health & Fitness,Upper West Side,"Cardio, Cycling",3
Cycle,Kathyann,4.4,461,6:30 pm,45,24 Hour Fitness,Flatbush - Ditmas Park,"Cardio, Cycling",6
Les Mills Body Pump,Mary-Ann,4.4,461,6:30 pm,60,24 Hour Fitness,Flatbush - Ditmas Park,Strength Training,6
atletica,Nora,4.6,"3,262",6:30 pm,45,BeFit NYC,Upper West Side,Strength Training,5
Strong by Zumba,Talin Avakian,4.8,"3,563",6:30 pm,60,Unlimited Body NY,Astoria,Strength Training,8
Unlimited Training Camp,Jamie Homs,4.8,"3,563",6:30 pm,60,Unlimited Body NY,Astoria,"Cardio, Strength Training",5
CrossFit,none,4.8,18,6:30 pm,60,CrossFit Secaucus,Secaucus,Strength Training,6
Boxing Mechanics - Level 1,Reese Scott,5,777,6:30 pm,60,Women's World of Boxing,East Harlem,"Cardio, Arms, Boxing",7
Bikram's Yoga,FRANK KING,4.8,"1,725",6:30 pm,90,Bikram Yoga Astoria Queens,Astoria,"Flexibility, Balance, Arms, Yoga",6
Mat Class-Harlem,Jessica Pallotti,4.8,572,6:30 pm,50,The Center Studio,Harlem,"Flexibility, Balance, Core, Abs, Pilates",10
NEXT LEVEL FITNESS,Various Instructors .,5,24,6:30 pm,60,Level Up Studio,Bayonne,"Strength Training, Boxing",3
PELOTON RESERVATION,PELOTON .,4.6,345,6:30 pm,30,Vigorous Fitness Clubs,Middle Village,"Cardio, Cycling, Strength Training",4
CrossFit,Edgar Vicioso,5,158,6:30 pm,60,Crossfit Concrete Jungle,South Bronx,Strength Training,7
SHAKTIBARRE,Chloe Crade,4.9,"1,309",6:30 pm,55,SHAKTIBARRE,Harlem,"Relaxation, Flexibility, Balance, Core, Abs, Barre",8
Harlem Cycle Express (45 mins),Jasmine O,4.9,"4,224",6:30 pm,45,Harlem Cycle,Harlem,"Cardio, Cycling",6
Open Beginner's 2 Yoga,Edita Djordjevic,none,none,6:30 pm,75,Genesis Health Center,Forest Hills,"Flexibility, Balance, Arms, Yoga",3
Tai Chi- Mixed Level,Ann Harvey,none,none,6:30 pm,60,Genesis Health Center,Forest Hills,Martial Arts,3
Zen Yoga,Mindy Zarrell,4.7,"1,929",6:30 pm,60,Zen and Yoga,Forest Hills,"Flexibility, Balance, Arms, Yoga",3
CrossFit WOD,none,5,9,6:30 pm,60,Crossfit Coney Island,,,6
Dynamic Flow,Kristy Solan,4.8,155,6:30 pm,75,Shiva Shanti Yoga,Rutherford,"Flexibility, Balance, Arms, Yoga",3
CKO Kickboxing,Ben B,4.8,"1,221",6:30 pm,60,CKO Kickboxing,Sheepshead Bay,"Cardio, Arms, Boxing",8
Apparatus Pilates Group (No 1st Time Clients),Michele Lynn Guccione,4.7,62,6:30 pm,60,BodyLine Pilates,Dongan Hills,"Flexibility, Balance, Core, Abs, Pilates",8
Vinyasa,Katrina Kiklowicz,4.9,"1,318",6:30 pm,60,Bread and Yoga,Inwood,"Flexibility, Balance, Arms, Yoga",8
Adult Muay Thai Foundation,none,5,68,6:30 pm,60,Cornerstone Thai Boxing,Bayside,"Martial Arts, Boxing",3
Cardio Boxing,Francesco Giambrone,4.8,104,6:30 pm,60,Competitive Edge Athletics,Bayside,,4
Adults/Teens - Beginners,Professor CÃ´co,none,none,6:30 pm,60,ABADA-Capoeira Bronx,Kingsbridge,,4
IM=X Pilates Basic Xercizer,Dr. Michael Magwood,4.8,286,6:30 pm,60,IMX Pilates,Clifton,"Flexibility, Balance, Core, Abs, Pilates",8
CHAISE KickStart,Amanda Hudson,4.9,88,6:30 pm,45,ChaiseFitness Maplewood,Maplewood,"Pilates, Strength Training",6
Iyengar Yoga Level 1,Lena Ang-Silverman,4.9,114,6:30 pm,75,THE VASTU YOGA,Verona,"Flexibility, Balance, Arms, Yoga",3
Cycle Sculpt,James Perlas,4.8,328,6:30 pm,45,ZING Fitness Studios,Tenafly,"Cardio, Cycling",4
Barre & Bounce!,Nicole Lemoine,4.8,328,6:30 pm,45,ZING Fitness Studios,Tenafly,"Flexibility, Balance, Core, Abs, Barre",4
Strength Training,Joey Olivo,4.9,7,6:30 pm,60,Legacy Strength,Floral Park,Strength Training,6
Bootcamp,Ariel Ochoa,4.9,11,6:30 pm,60,K-Fit Boutique Gym,,Strength Training,5
Zumba,Santiago Valdez,4.7,140,6:30 pm,60,Viva Z Club,Springfield Township,"Cardio, Flexibility, Balance, Dance",2
Level 1 Vinyasa Flow,Michele Maltese,4.5,99,6:30 pm,75,Bloom Yoga,Fair Lawn,"Flexibility, Balance, Arms, Yoga",4
BARRE SCULPT,JonnaLyn Panico,5,81,6:30 pm,50,JBARRE STUDIO,Caldwell,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Barre, Boxing",4
Iris Yoga Sculpt,Brooke Squibb,none,none,6:30 pm,45,Limitless Performance and Therapy,Cedar Grove,"Flexibility, Balance, Arms, Yoga, Strength Training",2
Pure Barre,Daniella Hekmati,4.8,974,6:30 pm,50,Pure Barre,Manhasset,"Flexibility, Balance, Core, Abs, Barre",4
JF Boxing Express 45,Lance Louison,4.7,303,6:30 pm,45,JeniFit,Garwood,"Cardio, Arms, Boxing",5
Dimensional 20/40,Chris McCray,4.8,624,6:30 pm,60,Dimensional Training Studios,Garden City,"Cardio, Flexibility, Balance, Dance",5
COMPLETE Lift (legs/butt/core),Andrew,4.6,145,6:30 pm,60,The Studios at Pine Brook Fitness,New Rochelle,Strength Training,4
SGR Strength,Seema Bhatia,4.8,694,6:30 pm,45,Sweat Glen Rock,Glen Rock,Strength Training,5
Metabolic (Metcon),none,4.5,42,6:30 pm,60,Synergy,Fairfield,Strength Training,3
Cardio Fusion,none,4.7,302,6:30 pm,60,Equalize Fitness,Yonkers,Strength Training,3
Cycling,none,4.7,302,6:30 pm,60,Equalize Fitness,Yonkers,"Cardio, Cycling",3
SLT â€“ All Levels,Danielle Leone,4.8,54,6:30 pm,50,SLT,Roslyn,"Flexibility, Balance, Core, Abs, Pilates, Strength Training, Boxing",11
Bar Method,Molly Mulholland,4.8,"1,782",6:30 pm,60,The Bar Method,Roslyn,"Flexibility, Balance, Core, Abs, Barre",4
Zapp Flex Pro,Joe Puleo,4.9,69,6:30 pm,40,Zapp Fitness,Livingston,Strength Training,3
Franklin Method,Karen Betten,4.5,125,6:30 pm,60,SoundMOVEMENT,Larchmont,,4
Stretching,Harli Weitz,4.9,53,6:30 pm,30,Koko Fitclub,Long Beach,Yoga,4
Quic Fit,Ruben Diaz,none,none,6:30 pm,60,Professional Athletic Performance Center,Garden City,Strength Training,2
GYROTONIC Beginner Class,Gilda Aronson,4.5,43,6:30 pm,60,Star Bodies,Scarsdale,"Flexibility, Balance, Arms, Core, Abs, Yoga, Pilates",7
Push Max,Al Garcia,4.8,431,6:30 pm,45,Push Fitness of Westchester,Mamaroneck,"Cycling, Pilates, Strength Training",2
Gentle Yoga /Prenatal (click for info),Penelope Sheely,4.8,168,6:30 pm,75,"Jennifer Garden Yoga, Pilates and Barre",Ardsley,"Flexibility, Balance, Arms, Yoga",5
BFX Burn,Jenna Langhans,4.9,"40,061",6:35 pm,50,NYSC Lab (featuring BFX),Chelsea,Strength Training,16
"Plushfit-Arms, Abs",Xavior Qvistgaard,4.7,"2,441",6:35 pm,55,Plush Fitness,NoMad,Strength Training,7
STRIPPER STRENGTH: Sexy Flexy S-t-r-e-t-c-h,Orisha L,4.8,29,6:35 pm,50,StripXpertease,Garment District,"Cardio, Flexibility, Balance, Dance",8
Pilates Mat (Open Level),Alison Nunez,4.8,"4,610",6:35 pm,45,Return To Life Center,Midtown,,7
BFX Build,Melissa Chisholm,4.8,"8,796",6:35 pm,50,NYSC Lab (featuring BFX),Upper East Side,Strength Training,11
Hot Vinyasa All Levels,Danielle Kipnis,4.8,"14,867",6:35 pm,75,New York Yoga,Upper East Side,,8
Full Body,Sara Rosenberg- Assistant Studio Manager,4.9,"2,197",6:35 pm,40,[solidcore],Roslyn,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",10
BAGSxBODY,Jonathan Cepeda,4.8,"31,810",6:40 pm,50,EverybodyFights,Midtown East,"Cardio, Arms, Boxing",10
Body Sculpt,Leah Roth,4.5,"2,268",6:40 pm,55,BodyStrength Fitness,Upper West Side,"Arms, Pilates, Strength Training",5
Intermediate Boxing,Martin 'Happy Feet' Rios,4.8,"6,525",6:45 pm,55,WORK TRAIN FIGHT,NoHo,"Cardio, Arms, Boxing",10
BlacklightSpark,Robbin Rose,4.8,"5,672",6:45 pm,60,YogaSpark - Tribeca,Tribeca,"Flexibility, Balance, Arms, Yoga",9
Fierce Grace,Alison Chan-Bevan,4.9,"8,388",6:45 pm,90,FIERCE GRACE LOWER EAST SIDE,Lower East Side,"Flexibility, Balance, Arms, Yoga",6
RZ Core,Reynaldo Morales,4.7,"2,236",6:45 pm,60,RedZone by NYSC,East Village,Strength Training,9
Basics,Renata DiBiase,4.9,775,6:45 pm,75,Now Yoga,East Village,"Flexibility, Balance, Arms, Yoga",5
All Levels,Peter Ferko,4.7,"7,172",6:45 pm,75,ISHTA Yoga,Greenwich Village,"Flexibility, Balance, Arms, Yoga",7
Jivamukti Open Level,Rima Rani Rabbath,4.8,"6,641",6:45 pm,95,Jivamukti Yoga School NYC,Greenwich Village,"Flexibility, Balance, Arms, Yoga",9
The Ride,Bryan D,4.7,"14,777",6:45 pm,45,Crunch Gym,Chelsea,"Cardio, Cycling",6
Barre - Pre & Post Natal,Natalia Rodriguez,4.9,"13,936",6:45 pm,60,Xtend Barre,Brooklyn Heights,,18
Hot Power Vinyasa,Danielle Pagliuca,4.9,"7,457",6:45 pm,75,Powerflow Yoga,Hoboken,Yoga,5
The Kitchen Sink,Jenn C,4.8,"1,876",6:45 pm,45,CRAG,Jersey City,"Cardio, Arms, Strength Training",4
Pure Core | Advanced Fire Level,Janel DuRoss,4.7,"3,743",6:45 pm,60,Pavana Yoga,Hoboken,,4
tangerine flow,Molly Crossman,4.8,"20,199",6:45 pm,60,Tangerine,Boerum Hill,"Flexibility, Balance, Arms, Yoga",9
Washboard Abs,Patty Y,4.7,"6,424",6:45 pm,30,Crunch Gym,Garment District,Strength Training,6
TRAINxSTRENGTH,Ricardo Rose,4.8,"31,810",6:45 pm,50,EverybodyFights,Midtown East,Strength Training,10
Light Flow Yoga,May Yu,4.8,824,6:45 pm,60,Human@Ease,Greenpoint,"Flexibility, Balance, Arms, Yoga",5
VINYASA,Stephanie Naru,4.9,"18,014",6:45 pm,60,SHAKTIBARRE,Williamsburg,"Flexibility, Balance, Arms, Yoga",8
Vinyasa Flow (Level 2/3),Jan Orland M Go,4.9,"4,817",6:45 pm,75,usha veda yoga,Greenpoint,"Flexibility, Balance, Arms, Yoga",4
Vinyasa | 2-3w/Music,Ashley Dorr,4.9,"4,668",6:45 pm,75,The Shala Yoga House,Fort Greene,"Flexibility, Balance, Arms, Yoga",9
Aqua,Susan,4.5,"6,303",6:45 pm,60,24 Hour Fitness,Midtown East,Strength Training,6
Bollywood Dance,Rathi Varma,4.7,"1,320",6:45 pm,60,Physical Equilibrium,Midtown,"Cardio, Flexibility, Balance, Dance",9
Vinyasa Flow,Stephanie Falvo,4.7,"3,916",6:45 pm,75,Yoga Spa Lounge 1881,Midtown East,"Flexibility, Balance, Arms, Yoga",5
Diesel,Isaac L,4.7,"9,164",6:45 pm,45,Crunch Gym,Midtown,Strength Training,5
Aqua Zumba/Pool,Celeste R,4.6,"1,472",6:45 pm,45,CompleteBody,Midtown East,"Cardio, Flexibility, Balance, Dance",8
Aqua Zumba,Celeste Rivera,4.7,"4,245",6:45 pm,45,Z Club NY,Midtown East,"Cardio, Flexibility, Balance, Dance",5
JILLIAN MICHAELS BODYSHREDâ„¢,Marcel D,4.7,"11,006",6:45 pm,30,Crunch Gym,Midtown East,Strength Training,5
EVF 360,Cory Etchason,4.9,"5,355",6:45 pm,60,EVF Performance,Upper West Side,"Strength Training, Rowing",11
Chisel,Carl Hall .,4.8,"3,410",6:45 pm,45,Crunch Gym,Park Slope,"Cardio, Arms, Strength Training",6
Sivananda Yoga,Veronica Adorisio,4.7,700,6:45 pm,60,Medicine for the Soul Yoga,Upper East Side,"Relaxation, Flexibility, Balance, Arms, Yoga",5
Group Training,Julio Mercado,4.5,22,6:45 pm,45,NJ Fitness Factory,,Strength Training,4
Pedal & Pump,Jill Sorger,4.9,23,6:45 pm,55,P2,Little Falls,"Cardio, Arms, Cycling, Strength Training, Rowing",6
Hip Hop (5th-8th grade girls) SINGLE SEMESTER,Raina .,4.8,45,6:45 pm,60,Woodmere Fitness Club,Cedarhurst,Strength Training,10
"Spin (7th-8th grade girls) SINGLE SEMESTER (min. height 4'11"")",Shani Eisenberg,4.8,45,6:45 pm,45,Woodmere Fitness Club,Cedarhurst,Boxing,4
Boxing 60,Montalvo Yessenia,4.9,251,6:45 pm,60,TITLE Boxing Club,Wayne,"Cardio, Arms, Boxing",4
Classic Wine Down Wednesday (45 Mins),Gabrielle Bolin,5,258,6:45 pm,45,CycleBar,Garden City,,12
Yogalates,Mandy Grant,4.5,41,6:45 pm,60,Juluka Yoga Studio,Cresskill,"Flexibility, Balance, Arms, Core, Abs, Yoga, Pilates",4
Bar Express,Trina Mezzacappa,4.8,"1,880",6:45 pm,45,The Bar Method,Scarsdale,"Flexibility, Balance, Core, Abs, Barre",7
Power,Trish Voneiff,4.8,"4,841",6:50 pm,70,Area Yoga,Brooklyn Heights,"Flexibility, Balance, Arms, Yoga",5
Reformer Express,Nikki K,4.8,"6,648",7:00 pm,45,BK Pilates,Tribeca,"Flexibility, Balance, Core, Abs, Pilates",9
Muay Thai - Advanced,Chris Kwiatkowski,4.7,"2,821",7:00 pm,60,Church St Boxing,Tribeca,Martial Arts,9
Contemporary (open level),Marie Janicek,4.8,619,7:00 pm,60,Liberated Movement,Civic Center,"Cardio, Flexibility, Balance, Dance",3
SSL: Athletic HIIT,Chris Parnell,4.8,"2,405",7:00 pm,45,Soho Strength Lab,NoLita,"Cardio, Strength Training",8
Pilates Reformer: Core Cult Jump,Cassandra Cotta,4.9,"37,792",7:00 pm,50,New York Pilates,Bowery,"Flexibility, Balance, Core, Abs, Pilates",25
Signature II,Michelle Haden,4.9,"59,289",7:00 pm,60,Physique 57,SoHo,"Flexibility, Balance, Core, Abs, Barre",12
WOD,Jim McDade,4.8,707,7:00 pm,60,CrossFit 212,Tribeca,Strength Training,10
Pure Barre Classic,Emily Chastain,4.7,"12,789",7:00 pm,50,Pure Barre,Tribeca,"Flexibility, Balance, Core, Abs, Barre",15
Cryo Injury,none,4.7,385,7:00 pm,30,Cryofuel,Tribeca,,15
All Levels,Julie Pasqual,4.8,"2,266",7:00 pm,60,The Bhakti Center,Bowery,"Flexibility, Balance, Arms, Yoga",4
Salsa - Adv Beg/Int,Jimmy Anton,4.9,470,7:00 pm,60,Alpha Omega Theatrical Dance Company,Bowery,"Cardio, Flexibility, Balance, Dance",6
Kundalini Yoga and Meditation,Adalina East,4.8,500,7:00 pm,90,RA MA Institute New York,Lower East Side,"Flexibility, Balance, Arms, Yoga",5
DCP Signature (Studio 4G),Alanna Chan,4.7,"1,204",7:00 pm,60,Dance Cardio Plus,NoHo,,8
Gotham Boxing,Michael Pierce,4.9,"5,358",7:00 pm,45,Gotham Gym,West Village,"Cardio, Arms, Boxing",18
Level 2/3,Julie Smyth,4.8,"2,774",7:00 pm,60,Stanton Street Yoga,Lower East Side,"Flexibility, Balance, Arms, Yoga",4
Buff Yoga,Manuel A,4.6,"4,838",7:00 pm,45,Crunch Gym,Financial District,"Flexibility, Balance, Arms, Yoga",4
Pure Barre Classic,Sara Mahmood,4.8,"13,689",7:00 pm,50,Pure Barre,Financial District,"Flexibility, Balance, Core, Abs, Barre",10
Hip Hop,Leslie F,4.8,"11,509",7:00 pm,60,Crunch Gym,Union Square,"Cardio, Flexibility, Balance, Dance",4
Signature I,Brooke Naylor,4.9,"37,426",7:00 pm,60,Physique 57,Financial District,"Flexibility, Balance, Core, Abs, Barre",12
Pilates Machine Class,Xiomara Rodriguez,4.7,"21,547",7:00 pm,60,Pilates on the Square,Union Square,"Flexibility, Balance, Core, Abs, Pilates",14
Boxing,Tony Chao,4.9,"2,610",7:00 pm,60,TITLE Boxing Club,Flatiron,"Cardio, Arms, Boxing",9
Classic Mat,Dan Weltner,4.7,"12,717",7:00 pm,45,Core Pilates NYC,Flatiron,"Flexibility, Balance, Core, Abs, Pilates",8
Intermediate/Advanced Reformer/Tower,Leeza Elmazi,4.7,"8,785",7:00 pm,60,Gramercy Pilates NYC,Gramercy Park,"Flexibility, Balance, Core, Abs, Pilates, Strength Training",9
Lotus Hour,Will Defebaugh,4.8,"40,856",7:00 pm,60,Laughing Lotus,Flatiron,,6
30/60/90 Classic,Kristi Molinaro,4.7,"10,334",7:00 pm,45,30/60/90,Flatiron,Strength Training,9
Dharma III | Intermediate,Carla DY RT Villaorduna,4.7,"2,276",7:00 pm,60,Dharma Yoga New York Center,Flatiron,"Flexibility, Balance, Arms, Yoga",7
Bombshell Blowout,none,4.6,314,7:00 pm,45,Deify Laser + Beauty Lounge,Chelsea,,25
Pilates Mat,Rachael B,4.8,"13,617",7:00 pm,45,Crunch Gym,Chelsea,"Flexibility, Balance, Core, Abs, Pilates",5
Zumba,Grace,4.6,"7,444",7:00 pm,60,24 Hour Fitness,NoMad,"Cardio, Flexibility, Balance, Dance",6
45-Minute Sensory 7 Session,none,4.5,"1,057",7:00 pm,45,Modrn Sanctuary,NoMad,,29
Power Lifting,Paul,4.7,221,7:00 pm,60,Outbreak Fitness,Williamsburg,Strength Training,9
Bar Express,Marisa Sgroi,4.9,"9,786",7:00 pm,45,The Bar Method,Hoboken,"Flexibility, Balance, Core, Abs, Barre",8
Surya Hot Flow,Maureen Taylor,4.8,"3,211",7:00 pm,60,Surya Yoga Academy,Hoboken,"Flexibility, Balance, Arms, Yoga",5
Body (PM),Brandon Lazarcheck,4.8,"24,323",7:00 pm,45,Solace,NoMad,"Cardio, Strength Training",14
SYNCYOGA,Karla Misjan,4.8,"12,960",7:00 pm,60,SYNCSTUDIO BKLYN,Williamsburg,"Flexibility, Balance, Arms, Yoga",9
Hip Hop Wednesdays Vinyasa Yoga,Jane Kivnick,4.9,"30,920",7:00 pm,60,Y7 Studio,Williamsburg,"Flexibility, Balance, Arms, Yoga",12
BJJ - Beginners,Thiago Rela,4.9,45,7:00 pm,60,Thiago Rela Academy,Hoboken,Martial Arts,6
GOODTIMES FLOW,Jennifer Cook,4.8,"1,441",7:00 pm,65,Goodtimes Yoga,Williamsburg,"Flexibility, Balance, Arms, Yoga",6
VideoBEAT Dance Class--- All,AYB Yancy,4.8,"2,054",7:00 pm,75,At Your Beat - Brooklyn,Downtown Brooklyn,"Cardio, Flexibility, Balance, Dance",7
Bar Method,Kat Stokes,4.9,"9,759",7:00 pm,60,The Bar Method,Williamsburg,"Flexibility, Balance, Core, Abs, Barre",10
Underground Boxing,Delen,4.9,"24,124",7:00 pm,45,Overthrow Boxing Club,Williamsburg,"Cardio, Arms, Boxing",13
Sexy Stilettos,Candice Segarra,4.9,369,7:00 pm,60,SassClass,Midtown,"Cardio, Flexibility, Balance, Dance",6
Bar Method,Lindsay S. Shiff,4.8,"18,868",7:00 pm,60,The Bar Method,Cobble Hill,"Flexibility, Balance, Core, Abs, Barre",16
Surya Hot Flow,Angela Rauscher,4.8,"8,174",7:00 pm,60,Surya Yoga Academy,Jersey City,"Flexibility, Balance, Arms, Yoga",5
Surya Hot Flow,Megan Ribera,4.8,"4,631",7:00 pm,60,Surya Yoga Academy,Hoboken,"Flexibility, Balance, Arms, Yoga",5
Vinyasa,Lulu Soni,4.9,"9,058",7:00 pm,90,New Love City,Greenpoint,"Flexibility, Balance, Arms, Yoga",9
Zumba,April Canete Pavlish,4.6,377,7:00 pm,60,Maximum Motion Fitness,Jersey City,"Cardio, Flexibility, Balance, Dance",4
"@Ripley Grier 520 8th Ave, 17H - Broadway Dance Cardio",Michelle Potterf,4.9,"2,525",7:00 pm,60,Mitchell Wayne Productions,Chelsea,"Cardio, Dance",5
HIIT,John Fredericks,4.7,"12,003",7:00 pm,60,Brooklyn Athletic Club,Williamsburg,Strength Training,6
Mat Pilates - Contemporary Burn,Sarah Sandoval,4.7,"12,003",7:00 pm,60,Brooklyn Athletic Club,Williamsburg,,5
